06Jan1981,4700
07Jan1981,4000
08Jan1981,5100
09Jan1981,5500
10Jan1981,4500
11Jan1981,4100
12Jan1981,3400
13Jan1981,3000
14Jan1981,3400
15Jan1981,3600
16Jan1981,3200
17Jan1981,3500
18Jan1981,3900
19Jan1981,3900
20Jan1981,3900
21Jan1981,3700
22Jan1981,3800
23Jan1981,4600
24Jan1981,5300
25Jan1981,5900
26Jan1981,6300
27Jan1981,5700
28Jan1981,6600
29Jan1981,7800
30Jan1981,9100
31Jan1981,7800
01Feb1981,7300
02Feb1981,6600
03Feb1981,10900
04Feb1981,13600
05Feb1981,19700
06Feb1981,20600
07Feb1981,16300
08Feb1981,12900
09Feb1981,10300
10Feb1981,9900
11Feb1981,8400
12Feb1981,16200
13Feb1981,21900
14Feb1981,28900
15Feb1981,24900
16Feb1981,20400
17Feb1981,16700
18Feb1981,14100
19Feb1981,17200
20Feb1981,20500
21Feb1981,34200
22Feb1981,42700
23Feb1981,47500
24Feb1981,49000
25Feb1981,52700
26Feb1981,41900
27Feb1981,28500
28Feb1981,23400
01Mar1981,22400
02Mar1981,22000
03Mar1981,26600
04Mar1981,20900
05Mar1981,19100
06Mar1981,21200
07Mar1981,26900
08Mar1981,25500
09Mar1981,23600
10Mar1981,18400
11Mar1981,15600
12Mar1981,15500
13Mar1981,14000
14Mar1981,11800
15Mar1981,9600
16Mar1981,8400
17Mar1981,8300
18Mar1981,9500
19Mar1981,9600
20Mar1981,10100
21Mar1981,9000
22Mar1981,9700
23Mar1981,9000
24Mar1981,9000
25Mar1981,9000
26Mar1981,9600
27Mar1981,11400
28Mar1981,18700
29Mar1981,25900
30Mar1981,20600
31Mar1981,20000
01Apr1981,16900
02Apr1981,19300
03Apr1981,21500
04Apr1981,19400
05Apr1981,16700
06Apr1981,13600
07Apr1981,15100
08Apr1981,12900
09Apr1981,12700
10Apr1981,12600
11Apr1981,11400
12Apr1981,10900
13Apr1981,10900
14Apr1981,13400
15Apr1981,15000
16Apr1981,16300
17Apr1981,16300
18Apr1981,26500
19Apr1981,24900
20Apr1981,29300
21Apr1981,22100
22Apr1981,22300
23Apr1981,30200
24Apr1981,20900
25Apr1981,22500
26Apr1981,21000
27Apr1981,22400
28Apr1981,18100
29Apr1981,15500
30Apr1981,13600
01May1981,12600
02May1981,12600
03May1981,12000
04May1981,11800
05May1981,11600
06May1981,10500
07May1981,10000
08May1981,9400
09May1981,9400
10May1981,8600
11May1981,7900
12May1981,17200
13May1981,33200
14May1981,28000
15May1981,25100
16May1981,24900
17May1981,23900
18May1981,21300
19May1981,19000
20May1981,39400
21May1981,62300
22May1981,50000
23May1981,50000
24May1981,21500
25May1981,24400
26May1981,17000
27May1981,14400
28May1981,14200
29May1981,55000
30May1981,73600
31May1981,84500
01Jun1981,42500
02Jun1981,46000
03Jun1981,46100
04Jun1981,49600
05Jun1981,45600
06Jun1981,52100
07Jun1981,58500
08Jun1981,66000
09Jun1981,48400
10Jun1981,30000
11Jun1981,31100
12Jun1981,42400
13Jun1981,19500
14Jun1981,23500
15Jun1981,20600
16Jun1981,18500
17Jun1981,15000
18Jun1981,12600
19Jun1981,10900
20Jun1981,9200
21Jun1981,8600
22Jun1981,10500
23Jun1981,10100
24Jun1981,9400
25Jun1981,9200
26Jun1981,7700
27Jun1981,7100
28Jun1981,6600
29Jun1981,6400
30Jun1981,5100
01Jul1981,4700
02Jul1981,4400
03Jul1981,6100
04Jul1981,6800
05Jul1981,6600
06Jul1981,6400
07Jul1981,10500
08Jul1981,12500
09Jul1981,11600
10Jul1981,11300
11Jul1981,9000
12Jul1981,7200
13Jul1981,5900
14Jul1981,5000
15Jul1981,4400
16Jul1981,4000
17Jul1981,5900
18Jul1981,5500
19Jul1981,6100
20Jul1981,5000
21Jul1981,4400
22Jul1981,3600
23Jul1981,3500
24Jul1981,3400
25Jul1981,3600
26Jul1981,3800
27Jul1981,4200
28Jul1981,4200
29Jul1981,3700
30Jul1981,5100
31Jul1981,7400
01Aug1981,6000
02Aug1981,5400
03Aug1981,4700
04Aug1981,4200
05Aug1981,3500
06Aug1981,3300
07Aug1981,4100
08Aug1981,5100
09Aug1981,6000
10Aug1981,5100
11Aug1981,4700
12Aug1981,4000
13Aug1981,3900
14Aug1981,3500
15Aug1981,3300
